gene.name,LAS1L Up,TEX10 Up,PELP1 Up,SENP3 Up,WDR18 Up,LAS1L Down,TEX10 Down,PELP1 Down,SENP3 Down,WDR18 Down,ChIP,,,,
RP11-178G16.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-162D9.3,0,0,0,0,0,0,0,0,0,0,0,,,,
MIR940,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-848P1.9,0,0,0,0,0,0,0,0,0,0,0,,,,
HIST1H3A,0,0,0,0,0,0,0,0,0,0,0,,,,
AC074391.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-301O7.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AC010504.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-73M18.8,0,0,0,0,0,1,0,0,0,0,0,,,,
LA16c-321D4.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-178F10.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-351J23.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CLDND2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-757F18.3,0,0,0,0,0,0,0,0,0,0,0,,,,
LYPLA1P3,0,0,0,0,0,0,0,0,0,0,0,,,,
AC226118.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AP003419.16,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-314A20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2017D11.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-396C23.4,0,0,0,0,0,0,0,0,0,0,0,,,,
TAOK1,0,0,0,0,0,0,1,0,0,0,0,,,,
RP11-130F10.1,0,0,0,0,0,0,0,0,0,0,0,,,,
PRKRIR,0,0,1,0,0,0,0,0,0,0,0,,,,
AC005224.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-566K19.6,0,0,0,0,0,0,0,0,0,0,0,,,,
LRRFIP1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
NAP1L5,0,0,0,0,0,1,0,0,0,0,0,,,,
PCDHA6,0,0,0,0,0,0,0,0,0,0,0,,,,
UFL1-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
LINC01152,0,0,0,0,0,0,0,0,0,0,0,,,,
CYBB,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORA73B,0,0,0,0,0,0,0,0,0,0,0,,,,
PALB2,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF597,0,0,0,0,0,1,0,0,0,0,0,,,,
RNF111,0,0,0,0,0,0,0,0,0,0,0,,,,
GCK,0,0,0,0,0,0,0,0,0,0,0,,,,
CCDC11,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORD53_SNORD92,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-274B21.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-22P4.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CCER2,0,0,0,0,0,0,0,0,0,0,0,,,,
DCTN3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-823G15.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-195C7.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-4F5.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-613F22.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-575I8.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CCDC142,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-407B7.1,0,0,0,0,0,0,0,0,0,0,0,,,,
NUTM2A-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-895M11.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-874C20.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-881M11.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-16E12.2,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORA45,0,0,0,0,0,0,0,0,0,0,0,,,,
AC026202.3,0,0,0,0,0,0,0,0,0,0,0,,,,
AP000697.6,0,0,0,0,0,0,0,0,0,0,0,,,,
MAN1B1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-293M10.5,0,0,0,0,0,0,0,0,0,0,0,,,,
AC012360.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AD000092.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1061H20.4,0,0,0,1,0,0,0,0,0,0,0,,,,
CTC-756D1.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-11I22.1,0,0,0,0,0,0,0,0,0,0,0,,,,
MIR503HG,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-255C15.4,0,0,0,0,0,0,0,0,0,0,0,,,,
PLAGL2,0,0,0,0,0,0,0,0,0,0,0,,,,
FOXD4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-594I10.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1246C19.1,0,0,0,0,0,0,0,0,0,0,0,,,,
TCEAL8,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-466F5.8,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-473L9.4,0,0,0,0,0,0,0,0,0,0,0,,,,
KRT8P33,0,0,0,0,0,0,0,0,0,0,0,,,,
AP006621.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RBM48,0,0,0,0,0,0,0,0,0,0,0,,,,
RPSAP54,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-817J15.3,0,0,0,0,0,0,0,0,0,0,0,,,,
ST13P19,0,0,0,0,0,0,0,0,0,0,0,,,,
EIF4A1P10,0,0,0,0,0,0,0,0,0,0,0,,,,
PPIAP29,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-108K3.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-408H20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-425O23.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RNU2-59P,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-266L20.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP13-401N8.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AGER,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-353K11.1,0,0,0,0,0,0,0,0,0,0,0,,,,
SNRPEP4,0,0,0,0,0,0,0,0,0,0,0,,,,
RAI2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-498E2.7,0,0,0,0,0,0,0,0,0,0,0,,,,
AC004967.7,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-107G13.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-584D14.5,0,0,0,0,0,0,0,0,0,0,0,,,,
AGAP4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-473M20.16,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-488C13.6,0,0,0,0,0,0,0,0,0,0,0,,,,
PTMAP5,0,0,0,0,0,0,0,0,0,0,0,,,,
AC073115.7,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-927P21.4,0,0,0,0,0,0,0,0,0,0,0,,,,
CD27-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-553P9.1,0,0,0,0,0,0,0,0,0,0,0,,,,
NBPF9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-261C10.3,0,0,0,1,0,0,0,0,0,0,0,,,,
RP11-299G20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF358,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-252K23.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2547E10.2,0,0,0,1,0,0,0,0,0,0,0,,,,
NPM1P9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1148A21.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-206D15.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-159M24.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-79E8.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL14P1,0,0,1,0,0,0,0,0,0,0,0,,,,
XPOTP1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC093673.5,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2196E14.4,0,0,0,0,0,0,0,0,0,0,0,,,,
GAPDHP63,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-815I9.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AL133458.1,0,0,0,0,0,0,0,0,0,0,0,,,,
MRPL46,0,0,0,1,0,0,0,0,0,0,0,,,,
RP11-372E1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-73M18.9,0,0,0,0,0,0,0,0,0,0,0,,,,
TTC9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-156E8.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL23P2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-214O1.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1008C21.2,0,0,0,0,0,0,0,0,0,0,0,,,,
COX5BP6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-434H6.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-415F23.3,0,0,0,0,0,0,0,0,0,0,0,,,,
MT-ND1,0,0,0,0,0,0,0,1,0,0,0,,,,
AP001626.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-92K15.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-204M4.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RHOA,0,0,0,0,0,0,0,0,0,0,0,,,,
KB-1247B1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
FLJ27365,0,0,0,0,0,0,0,0,0,0,0,,,,
RPS7P3,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2262B20.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-513O17.2,0,0,0,0,0,0,0,0,0,0,0,,,,
TRPC7-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC011891.5,0,0,0,0,0,0,0,0,0,0,0,,,,
ING2,0,0,0,0,0,0,0,0,0,0,0,,,,
UTP11L,0,0,0,0,0,0,0,0,0,0,0,,,,
BCRP8,0,0,0,0,0,0,0,0,0,0,0,,,,
C12orf61,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-568A7.1,0,0,0,0,0,0,0,0,0,0,0,,,,
KRT8P10,0,0,0,0,0,0,0,0,0,0,0,,,,
PCDHA7,0,0,0,0,0,0,0,0,0,0,0,,,,
WDR41,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM187B2P,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORD19,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-290F24.6,0,0,0,0,0,0,0,0,0,0,0,,,,
IL36RN,0,0,0,0,0,0,0,0,0,0,0,,,,
METTL20,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-314A20.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-367F4.1,0,0,0,0,0,0,0,0,0,0,0,,,,
ESRRAP1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-3247F14.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2576D5.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-736K20.5,0,0,1,0,0,0,0,0,0,0,0,,,,
RP11-689K5.3,0,0,0,0,0,0,0,0,0,0,0,,,,
AP001053.11,0,0,0,0,0,0,0,1,0,0,0,,,,
CCDC78,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-467D6.1,0,0,0,1,0,0,0,0,0,0,0,,,,
AD000684.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-250I14.6,0,0,0,0,0,0,0,0,0,0,0,,,,
HMGB3P22,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-430K21.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-58E17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
LIMS3,0,0,0,0,0,0,0,0,1,0,0,,,,
C21orf67,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-508I15.20,0,0,0,0,0,0,0,0,0,0,0,,,,
EEF1A1P22,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-706O15.1,0,0,0,0,0,0,0,0,0,0,0,,,,
MPRIPP1,0,0,0,0,0,0,0,0,0,0,0,,,,
OXLD1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC022154.7,0,0,0,0,0,0,0,0,0,0,0,,,,
FTLP12,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-312J18.5,0,0,0,0,0,0,0,0,0,0,0,,,,
AL591025.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-622K12.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-785G19.2,0,0,0,0,0,0,0,0,0,0,0,,,,
hsa-mir-1199,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-31N19.2,0,0,0,0,0,0,0,0,0,0,0,,,,
TOMM70A,0,0,0,0,0,0,0,0,0,0,0,,,,
LINC00852,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1109J22.1,0,0,0,0,0,0,0,1,0,0,0,,,,
RP11-267A15.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC090616.2,0,0,0,0,0,0,0,0,0,0,0,,,,
BTF3L4P2,0,0,0,1,0,0,0,0,0,0,0,,,,
AC000068.9,0,0,0,0,0,0,0,0,0,0,0,,,,
PARD6A,0,0,0,0,0,0,0,0,0,0,0,,,,
MGP,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-385F5.5,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF705E,0,0,0,0,0,0,0,0,0,0,0,,,,
BOD1L1,0,0,0,0,0,0,0,0,0,0,0,,,,
EEF1DP1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-740C4.7,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL36AP43,0,0,0,0,0,0,0,0,0,0,0,,,,
CTGLF12P,0,0,0,0,0,0,0,0,0,0,0,,,,
ATP1B2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-318M2.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RNF157-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-3199J23.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RNF115,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-131B5.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-481J2.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-503E24.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-354K1.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTA-204B4.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-216L13.19,0,0,0,0,0,0,0,0,0,0,0,,,,
SAP30L,0,0,0,0,0,0,0,0,0,0,0,,,,
AP001579.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-6N17.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-10N16.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-428C19.5,0,0,0,0,0,0,0,0,0,0,0,,,,
AC098820.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-77K12.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-152F13.7,0,0,0,0,0,0,0,0,0,0,0,,,,
VPS9D1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-115A15.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-553F4.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RN7SL81P,0,0,0,0,0,0,0,0,0,0,0,,,,
HMGN2P8,0,0,0,0,0,0,0,0,0,0,0,,,,
LILRA3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1391J7.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RN7SL535P,0,0,0,0,0,0,0,0,0,0,0,,,,
ANKRD31,0,0,0,0,0,0,0,0,0,0,0,,,,
AL136419.6,0,0,0,0,0,0,0,0,0,0,0,,,,
LRRC37A11P,0,0,0,0,0,0,0,0,0,0,0,,,,
AC092299.8,0,0,0,0,0,0,0,0,0,0,0,,,,
AC009133.14,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-284F21.11,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-34P13.13,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-410L14.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-858B6.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-283E3.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AL356776.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-490O6.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AC009478.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-617F23.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-338M12.9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-901A4.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2139B15.5,0,0,0,0,0,0,0,0,0,0,0,,,,
ACTR3C,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-109N23.6,0,0,0,0,0,0,0,0,0,0,0,,,,
DNAJC24,0,0,0,0,0,1,1,0,0,0,0,,,,
RP11-112J1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-332H18.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-577H5.1,0,0,0,0,0,0,0,0,0,0,0,,,,
C14orf142,0,0,0,1,0,0,0,0,0,0,0,,,,
NOTCH4,0,0,0,0,0,0,0,0,0,0,0,,,,
AC007879.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-458F8.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-161I6.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-649A18.12,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-443B7.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-104G3.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-333I13.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC011551.3,0,0,0,0,0,0,0,0,0,0,0,,,,
IPO7P2,0,0,0,0,0,0,0,0,0,0,0,,,,
C1orf177,0,0,0,0,0,0,0,0,0,0,0,,,,
AP003733.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC020910.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-135A1.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AP000442.1,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORA84,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-236F12.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-156P1.3,0,0,0,0,0,0,0,0,0,0,0,,,,
S100A1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-43A14.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-493L12.3,0,0,0,0,0,0,0,0,0,0,0,,,,
AC144831.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1023L17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-304L19.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP13-585F24.1,0,0,0,0,0,0,0,0,0,0,0,,,,
NDUFS5P2,0,0,0,0,0,0,0,0,0,0,0,,,,
RPS15AP38,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2517M14.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-388C12.1,0,0,0,0,0,0,0,0,0,0,0,,,,
FANCD2P2,0,0,0,0,0,0,0,0,0,0,0,,,,
GSTTP2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-574K11.28,0,0,0,0,0,0,0,0,0,0,0,,,,
CRYM,0,0,0,0,0,0,0,0,0,0,0,,,,
CHST10,0,0,0,0,0,0,0,1,0,0,0,,,,
DUTP6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1079K10.4,0,0,0,0,0,0,0,0,0,0,0,,,,
CCDC183-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-435D7.3,0,0,0,0,0,0,0,0,0,0,0,,,,
MIR659,0,0,0,0,0,0,0,0,0,0,0,,,,
DUSP8P5,0,0,0,0,0,0,0,0,0,0,0,,,,
HNRNPH1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
CCDC116,0,0,0,0,0,0,0,0,0,0,0,,,,
TIGD1,0,0,0,1,0,0,0,0,0,0,0,,,,
CTD-2342J14.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-445P17.8,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-541N10.3,0,0,0,0,0,0,0,0,0,0,0,,,,
VPREB3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-86C11.7,0,0,0,0,0,0,0,0,0,0,0,,,,
AC013283.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-400F19.18,0,0,0,0,0,0,0,0,0,0,0,,,,
XXyac-YM21GA2.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-445H22.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-504P24.8,0,0,0,0,0,0,0,0,0,0,0,,,,
ERH,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-771M4.3,0,0,0,0,0,0,0,0,0,0,0,,,,
C9orf9,0,0,0,0,0,0,0,0,0,0,0,,,,
S100A3,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2385L22.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-170O19.14,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-102K2.8,0,0,0,0,0,0,0,0,0,0,0,,,,
FBXW11P1,0,0,0,0,0,0,0,0,0,0,0,,,,
TTC28-AS1,0,0,0,1,0,0,0,0,0,0,0,,,,
RP1-193H18.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AK4P1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC068134.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-503C24.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-480I12.5,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-3128G10.6,0,0,0,0,0,0,0,0,0,0,0,,,,
AC012487.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTA-313A17.3,0,0,0,0,0,0,0,0,0,0,0,,,,
MIR1282,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-2E11.9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-15I11.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-137D17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
LL22NC03-102D1.18,0,0,0,0,0,0,0,0,0,0,0,,,,
C14orf119,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-981G7.3,0,0,0,0,0,0,0,0,0,0,0,,,,
Z97634.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-428C19.4,0,0,0,0,0,0,0,0,0,0,0,,,,
CSNK2B,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-318C24.2,0,0,0,0,0,0,0,0,0,0,0,,,,
REV3L,0,0,0,0,0,0,0,0,0,0,0,,,,
MTND1P23,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-6N17.10,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-269F21.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-268J15.5,0,0,0,0,0,0,0,1,0,0,0,,,,
RP1-78O14.1,0,0,0,0,0,0,0,0,0,0,0,,,,
SMIM22,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-573D15.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-958N24.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1136G11.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-834C11.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-728K20.1,0,0,0,0,0,0,0,0,0,0,0,,,,
LARP6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-345K20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
LRRC37A9P,0,0,0,0,0,0,0,1,0,0,0,,,,
RPP40,0,0,1,0,0,0,0,0,0,0,0,,,,
RP3-477O4.16,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-3D4.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-343L5.2,0,0,0,0,0,0,0,0,0,0,0,,,,
PNMA6C,0,0,0,0,0,0,0,0,0,0,0,,,,
AC105053.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AP000695.6,0,0,0,0,0,0,0,1,0,0,0,,,,
EEF1A1P9,0,0,0,0,0,0,0,0,0,0,0,,,,
AC079145.4,0,0,0,0,0,0,0,0,0,0,0,,,,
P2RX5-TAX1BP3,0,0,0,0,0,0,0,0,0,0,0,,,,
AC003102.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-345P4.10,0,0,0,0,0,0,0,0,0,0,0,,,,
AC079753.5,0,0,0,0,0,0,0,0,0,0,0,,,,
PI4KAP2,0,0,0,0,0,0,0,0,0,0,0,,,,
AC073842.19,0,0,0,0,0,0,0,0,0,0,0,,,,
PKD1P6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-982M15.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-383C5.5,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF271,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-326A19.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-76N22.2,0,0,0,0,0,0,0,0,0,0,0,,,,
PDK3,0,0,0,0,0,0,0,0,0,0,0,,,,
C17orf103,0,0,0,0,0,0,0,1,0,0,0,,,,
RP1-101K10.6,0,0,0,0,0,0,0,0,0,0,0,,,,
CHMP4A,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-345P4.9,0,0,0,0,0,0,0,0,0,0,0,,,,
AC005786.7,0,0,0,0,0,0,0,0,0,0,0,,,,
RNU1-120P,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-157J24.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-158M2.3,0,0,0,0,0,0,0,0,0,0,0,,,,
TMSB4XP6,0,0,0,0,0,0,0,0,0,0,0,,,,
AC004383.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-430B1.2,0,0,0,0,0,0,0,0,0,0,0,,,,
SP140,0,0,0,0,0,0,0,0,0,0,0,,,,
KCTD9P2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-347C12.2,0,0,0,1,0,0,0,0,0,0,0,,,,
RP11-93B14.4,0,0,0,0,0,0,0,0,0,0,0,,,,
EDRF1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-497E21.3,0,0,0,0,0,0,0,0,0,0,0,,,,
SPRY4,0,0,0,0,0,0,0,0,0,0,0,,,,
HAUS6P1,0,0,0,0,0,0,0,0,0,0,0,,,,
MT-TP,0,0,0,0,0,0,0,0,0,0,0,,,,
SLC22A5,0,0,0,0,0,0,0,0,0,0,0,,,,
POFUT2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-715J22.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-51J9.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-417L19.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1125A11.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-3216D2.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-165J3.6,0,0,0,0,0,0,0,0,0,0,0,,,,
ST13P6,0,0,0,0,0,0,0,0,0,0,0,,,,
AURKC,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2616J11.10,0,0,0,0,0,0,0,0,0,0,0,,,,
